ID,Nombre Formateado,Categoría Calificación,Década,Puntuación Ajustada,Fecha Procesamiento
477,forrest-gump,Regular,NaNs,NaN,2025-03-13
478,schindler's-list,Regular,NaNs,NaN,2025-03-13
479,interstellar,Mala,NaNs,NaN,2025-03-13
480,coco,Buena,NaNs,NaN,2025-03-13
481,toy-story,Regular,NaNs,NaN,2025-03-13
482,parasite,Buena,NaNs,NaN,2025-03-13
483,parasite,Mala,NaNs,NaN,2025-03-13
484,whiplash,Mala,NaNs,NaN,2025-03-13
485,django-unchained,Buena,NaNs,NaN,2025-03-13
486,schindler's-list,Buena,NaNs,NaN,2025-03-13
487,the-social-network,Mala,NaNs,NaN,2025-03-13
488,fight-club,Buena,NaNs,NaN,2025-03-13
489,avengers:-endgame,Mala,NaNs,NaN,2025-03-13
490,coco,Buena,NaNs,NaN,2025-03-13
491,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
492,schindler's-list,Regular,NaNs,NaN,2025-03-13
493,the-godfather,Mala,NaNs,NaN,2025-03-13
494,the-grand-budapest-hotel,Buena,NaNs,NaN,2025-03-13
495,gladiator,Mala,NaNs,NaN,2025-03-13
496,toy-story,Buena,NaNs,NaN,2025-03-13
497,coco,Mala,NaNs,NaN,2025-03-13
498,titanic,Buena,NaNs,NaN,2025-03-13
499,toy-story,Regular,NaNs,NaN,2025-03-13
500,whiplash,Mala,NaNs,NaN,2025-03-13
501,gladiator,Regular,NaNs,NaN,2025-03-13
502,fight-club,Mala,NaNs,NaN,2025-03-13
503,pulp-fiction,Regular,NaNs,NaN,2025-03-13
504,the-godfather,Buena,NaNs,NaN,2025-03-13
505,the-social-network,Mala,NaNs,NaN,2025-03-13
506,inception,Regular,NaNs,NaN,2025-03-13
507,forrest-gump,Buena,NaNs,NaN,2025-03-13
508,parasite,Regular,NaNs,NaN,2025-03-13
509,star-wars,Mala,NaNs,NaN,2025-03-13
510,forrest-gump,Regular,NaNs,NaN,2025-03-13
511,braveheart,Regular,NaNs,NaN,2025-03-13
512,forrest-gump,Buena,NaNs,NaN,2025-03-13
513,toy-story,Buena,NaNs,NaN,2025-03-13
514,the-lion-king,Mala,NaNs,NaN,2025-03-13
515,the-lion-king,Buena,NaNs,NaN,2025-03-13
516,the-grand-budapest-hotel,Mala,NaNs,NaN,2025-03-13
517,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
518,titanic,Buena,NaNs,NaN,2025-03-13
519,interstellar,Buena,NaNs,NaN,2025-03-13
520,the-revenant,Mala,NaNs,NaN,2025-03-13
521,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
522,the-silence-of-the-lambs,Buena,NaNs,NaN,2025-03-13
523,the-social-network,Buena,NaNs,NaN,2025-03-13
524,the-social-network,Regular,NaNs,NaN,2025-03-13
525,the-grand-budapest-hotel,Mala,NaNs,NaN,2025-03-13
526,the-social-network,Mala,NaNs,NaN,2025-03-13
527,interstellar,Mala,NaNs,NaN,2025-03-13
528,the-revenant,Mala,NaNs,NaN,2025-03-13
529,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
530,django-unchained,Buena,NaNs,NaN,2025-03-13
531,inception,Mala,NaNs,NaN,2025-03-13
532,finding-nemo,Mala,NaNs,NaN,2025-03-13
533,fight-club,Buena,NaNs,NaN,2025-03-13
534,the-godfather,Mala,NaNs,NaN,2025-03-13
535,the-godfather,Buena,NaNs,NaN,2025-03-13
536,finding-nemo,Buena,NaNs,NaN,2025-03-13
537,pulp-fiction,Regular,NaNs,NaN,2025-03-13
538,the-grand-budapest-hotel,Buena,NaNs,NaN,2025-03-13
539,toy-story,Buena,NaNs,NaN,2025-03-13
540,pulp-fiction,Regular,NaNs,NaN,2025-03-13
541,jurassic-park,Regular,NaNs,NaN,2025-03-13
542,the-silence-of-the-lambs,Buena,NaNs,NaN,2025-03-13
543,spider-man:-no-way-home,Regular,NaNs,NaN,2025-03-13
544,the-revenant,Mala,NaNs,NaN,2025-03-13
545,the-matrix,Regular,NaNs,NaN,2025-03-13
546,the-social-network,Mala,NaNs,NaN,2025-03-13
547,star-wars,Mala,NaNs,NaN,2025-03-13
548,parasite,Mala,NaNs,NaN,2025-03-13
549,whiplash,Buena,NaNs,NaN,2025-03-13
550,mad-max:-fury-road,Regular,NaNs,NaN,2025-03-13
551,fight-club,Regular,NaNs,NaN,2025-03-13
552,parasite,Buena,NaNs,NaN,2025-03-13
553,finding-nemo,Buena,NaNs,NaN,2025-03-13
554,the-grand-budapest-hotel,Buena,NaNs,NaN,2025-03-13
555,the-godfather,Buena,NaNs,NaN,2025-03-13
556,coco,Mala,NaNs,NaN,2025-03-13
557,toy-story,Regular,NaNs,NaN,2025-03-13
558,gladiator,Regular,NaNs,NaN,2025-03-13
559,titanic,Buena,NaNs,NaN,2025-03-13
560,the-social-network,Mala,NaNs,NaN,2025-03-13
561,the-dark-knight,Buena,NaNs,NaN,2025-03-13
562,interstellar,Mala,NaNs,NaN,2025-03-13
563,whiplash,Buena,NaNs,NaN,2025-03-13
564,mad-max:-fury-road,Buena,NaNs,NaN,2025-03-13
565,mad-max:-fury-road,Regular,NaNs,NaN,2025-03-13
566,gladiator,Buena,NaNs,NaN,2025-03-13
567,pulp-fiction,Mala,NaNs,NaN,2025-03-13
568,the-godfather,Mala,NaNs,NaN,2025-03-13
569,the-matrix,Mala,NaNs,NaN,2025-03-13
570,schindler's-list,Mala,NaNs,NaN,2025-03-13
571,titanic,Buena,NaNs,NaN,2025-03-13
572,the-silence-of-the-lambs,Buena,NaNs,NaN,2025-03-13
573,pulp-fiction,Buena,NaNs,NaN,2025-03-13
574,forrest-gump,Regular,NaNs,NaN,2025-03-13
575,inception,Buena,NaNs,NaN,2025-03-13
576,the-revenant,Buena,NaNs,NaN,2025-03-13
577,gladiator,Buena,NaNs,NaN,2025-03-13
578,toy-story,Buena,NaNs,NaN,2025-03-13
579,the-godfather,Mala,NaNs,NaN,2025-03-13
580,forrest-gump,Mala,NaNs,NaN,2025-03-13
581,the-godfather,Mala,NaNs,NaN,2025-03-13
582,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
583,whiplash,Mala,NaNs,NaN,2025-03-13
584,the-silence-of-the-lambs,Regular,NaNs,NaN,2025-03-13
585,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
586,interstellar,Mala,NaNs,NaN,2025-03-13
587,parasite,Regular,NaNs,NaN,2025-03-13
588,whiplash,Buena,NaNs,NaN,2025-03-13
589,braveheart,Regular,NaNs,NaN,2025-03-13
590,braveheart,Regular,NaNs,NaN,2025-03-13
591,the-godfather,Buena,NaNs,NaN,2025-03-13
592,the-godfather,Mala,NaNs,NaN,2025-03-13
593,pulp-fiction,Regular,NaNs,NaN,2025-03-13
594,finding-nemo,Regular,NaNs,NaN,2025-03-13
595,the-matrix,Mala,NaNs,NaN,2025-03-13
596,parasite,Mala,NaNs,NaN,2025-03-13
597,finding-nemo,Regular,NaNs,NaN,2025-03-13
598,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
599,coco,Buena,NaNs,NaN,2025-03-13
600,finding-nemo,Regular,NaNs,NaN,2025-03-13
601,spider-man:-no-way-home,Regular,NaNs,NaN,2025-03-13
602,the-dark-knight,Regular,NaNs,NaN,2025-03-13
603,the-grand-budapest-hotel,Buena,NaNs,NaN,2025-03-13
604,toy-story,Mala,NaNs,NaN,2025-03-13
605,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
606,the-silence-of-the-lambs,Buena,NaNs,NaN,2025-03-13
607,the-social-network,Buena,NaNs,NaN,2025-03-13
608,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
609,spider-man:-no-way-home,Mala,NaNs,NaN,2025-03-13
610,fight-club,Regular,NaNs,NaN,2025-03-13
611,fight-club,Regular,NaNs,NaN,2025-03-13
612,schindler's-list,Regular,NaNs,NaN,2025-03-13
613,the-social-network,Mala,NaNs,NaN,2025-03-13
614,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
615,the-dark-knight,Mala,NaNs,NaN,2025-03-13
616,star-wars,Mala,NaNs,NaN,2025-03-13
617,inception,Buena,NaNs,NaN,2025-03-13
618,the-grand-budapest-hotel,Mala,NaNs,NaN,2025-03-13
619,the-social-network,Regular,NaNs,NaN,2025-03-13
620,the-social-network,Mala,NaNs,NaN,2025-03-13
621,whiplash,Regular,NaNs,NaN,2025-03-13
622,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
623,avengers:-endgame,Mala,NaNs,NaN,2025-03-13
624,mad-max:-fury-road,Mala,NaNs,NaN,2025-03-13
625,jurassic-park,Buena,NaNs,NaN,2025-03-13
626,whiplash,Regular,NaNs,NaN,2025-03-13
627,interstellar,Buena,NaNs,NaN,2025-03-13
628,star-wars,Buena,NaNs,NaN,2025-03-13
629,inception,Buena,NaNs,NaN,2025-03-13
630,the-matrix,Mala,NaNs,NaN,2025-03-13
631,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
632,the-social-network,Regular,NaNs,NaN,2025-03-13
633,inception,Regular,NaNs,NaN,2025-03-13
634,the-shawshank-redemption,Buena,NaNs,NaN,2025-03-13
635,mad-max:-fury-road,Buena,NaNs,NaN,2025-03-13
636,the-revenant,Mala,NaNs,NaN,2025-03-13
637,the-lion-king,Regular,NaNs,NaN,2025-03-13
638,jurassic-park,Buena,NaNs,NaN,2025-03-13
639,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
640,the-lord-of-the-rings,Mala,NaNs,NaN,2025-03-13
641,avengers:-endgame,Regular,NaNs,NaN,2025-03-13
642,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
643,the-social-network,Regular,NaNs,NaN,2025-03-13
644,fight-club,Buena,NaNs,NaN,2025-03-13
645,the-dark-knight,Mala,NaNs,NaN,2025-03-13
646,pulp-fiction,Mala,NaNs,NaN,2025-03-13
647,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
648,the-lord-of-the-rings,Mala,NaNs,NaN,2025-03-13
649,forrest-gump,Regular,NaNs,NaN,2025-03-13
650,the-dark-knight,Regular,NaNs,NaN,2025-03-13
651,braveheart,Mala,NaNs,NaN,2025-03-13
652,jurassic-park,Mala,NaNs,NaN,2025-03-13
653,the-lord-of-the-rings,Regular,NaNs,NaN,2025-03-13
654,fight-club,Mala,NaNs,NaN,2025-03-13
655,gladiator,Regular,NaNs,NaN,2025-03-13
656,coco,Mala,NaNs,NaN,2025-03-13
657,star-wars,Mala,NaNs,NaN,2025-03-13
658,star-wars,Buena,NaNs,NaN,2025-03-13
659,the-matrix,Buena,NaNs,NaN,2025-03-13
660,whiplash,Regular,NaNs,NaN,2025-03-13
661,pulp-fiction,Mala,NaNs,NaN,2025-03-13
662,finding-nemo,Buena,NaNs,NaN,2025-03-13
663,the-social-network,Regular,NaNs,NaN,2025-03-13
664,interstellar,Buena,NaNs,NaN,2025-03-13
665,the-shawshank-redemption,Regular,NaNs,NaN,2025-03-13
666,inception,Regular,NaNs,NaN,2025-03-13
667,coco,Mala,NaNs,NaN,2025-03-13
668,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
669,the-lion-king,Regular,NaNs,NaN,2025-03-13
670,finding-nemo,Mala,NaNs,NaN,2025-03-13
671,the-lion-king,Mala,NaNs,NaN,2025-03-13
672,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
673,inception,Mala,NaNs,NaN,2025-03-13
674,the-social-network,Regular,NaNs,NaN,2025-03-13
675,jurassic-park,Regular,NaNs,NaN,2025-03-13
676,finding-nemo,Mala,NaNs,NaN,2025-03-13
677,forrest-gump,Buena,NaNs,NaN,2025-03-13
678,the-grand-budapest-hotel,Regular,NaNs,NaN,2025-03-13
679,avengers:-endgame,Mala,NaNs,NaN,2025-03-13
680,parasite,Buena,NaNs,NaN,2025-03-13
681,toy-story,Mala,NaNs,NaN,2025-03-13
682,spider-man:-no-way-home,Mala,NaNs,NaN,2025-03-13
683,toy-story,Regular,NaNs,NaN,2025-03-13
684,interstellar,Regular,NaNs,NaN,2025-03-13
685,forrest-gump,Buena,NaNs,NaN,2025-03-13
686,fight-club,Mala,NaNs,NaN,2025-03-13
687,interstellar,Regular,NaNs,NaN,2025-03-13
688,toy-story,Buena,NaNs,NaN,2025-03-13
689,finding-nemo,Buena,NaNs,NaN,2025-03-13
690,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
691,jurassic-park,Buena,NaNs,NaN,2025-03-13
692,schindler's-list,Mala,NaNs,NaN,2025-03-13
693,fight-club,Buena,NaNs,NaN,2025-03-13
694,avengers:-endgame,Mala,NaNs,NaN,2025-03-13
695,inception,Buena,NaNs,NaN,2025-03-13
696,star-wars,Buena,NaNs,NaN,2025-03-13
697,the-lord-of-the-rings,Regular,NaNs,NaN,2025-03-13
698,forrest-gump,Mala,NaNs,NaN,2025-03-13
699,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
700,avengers:-endgame,Buena,NaNs,NaN,2025-03-13
701,mad-max:-fury-road,Buena,NaNs,NaN,2025-03-13
702,pulp-fiction,Mala,NaNs,NaN,2025-03-13
703,the-grand-budapest-hotel,Mala,NaNs,NaN,2025-03-13
704,titanic,Mala,NaNs,NaN,2025-03-13
705,pulp-fiction,Mala,NaNs,NaN,2025-03-13
706,the-lion-king,Mala,NaNs,NaN,2025-03-13
707,titanic,Buena,NaNs,NaN,2025-03-13
708,forrest-gump,Buena,NaNs,NaN,2025-03-13
709,fight-club,Mala,NaNs,NaN,2025-03-13
710,fight-club,Mala,NaNs,NaN,2025-03-13
711,whiplash,Buena,NaNs,NaN,2025-03-13
712,the-matrix,Buena,NaNs,NaN,2025-03-13
713,spider-man:-no-way-home,Regular,NaNs,NaN,2025-03-13
714,fight-club,Buena,NaNs,NaN,2025-03-13
715,fight-club,Mala,NaNs,NaN,2025-03-13
716,gladiator,Mala,NaNs,NaN,2025-03-13
717,parasite,Mala,NaNs,NaN,2025-03-13
718,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
719,gladiator,Mala,NaNs,NaN,2025-03-13
720,the-lion-king,Regular,NaNs,NaN,2025-03-13
721,gladiator,Regular,NaNs,NaN,2025-03-13
722,the-revenant,Buena,NaNs,NaN,2025-03-13
723,the-dark-knight,Mala,NaNs,NaN,2025-03-13
724,mad-max:-fury-road,Buena,NaNs,NaN,2025-03-13
725,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
726,the-godfather,Regular,NaNs,NaN,2025-03-13
727,the-dark-knight,Mala,NaNs,NaN,2025-03-13
728,the-revenant,Mala,NaNs,NaN,2025-03-13
729,schindler's-list,Mala,NaNs,NaN,2025-03-13
730,whiplash,Regular,NaNs,NaN,2025-03-13
731,mad-max:-fury-road,Regular,NaNs,NaN,2025-03-13
732,star-wars,Buena,NaNs,NaN,2025-03-13
733,forrest-gump,Mala,NaNs,NaN,2025-03-13
734,avengers:-endgame,Mala,NaNs,NaN,2025-03-13
735,jurassic-park,Mala,NaNs,NaN,2025-03-13
736,inception,Mala,NaNs,NaN,2025-03-13
737,toy-story,Regular,NaNs,NaN,2025-03-13
738,avengers:-endgame,Buena,NaNs,NaN,2025-03-13
739,the-grand-budapest-hotel,Regular,NaNs,NaN,2025-03-13
740,mad-max:-fury-road,Regular,NaNs,NaN,2025-03-13
741,the-lord-of-the-rings,Mala,NaNs,NaN,2025-03-13
742,the-dark-knight,Mala,NaNs,NaN,2025-03-13
743,the-lion-king,Buena,NaNs,NaN,2025-03-13
744,star-wars,Mala,NaNs,NaN,2025-03-13
745,the-dark-knight,Buena,NaNs,NaN,2025-03-13
746,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
747,the-godfather,Buena,NaNs,NaN,2025-03-13
748,the-matrix,Buena,NaNs,NaN,2025-03-13
749,the-lord-of-the-rings,Mala,NaNs,NaN,2025-03-13
750,the-revenant,Regular,NaNs,NaN,2025-03-13
751,the-social-network,Mala,NaNs,NaN,2025-03-13
752,braveheart,Mala,NaNs,NaN,2025-03-13
753,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
754,the-lion-king,Regular,NaNs,NaN,2025-03-13
755,fight-club,Regular,NaNs,NaN,2025-03-13
756,finding-nemo,Mala,NaNs,NaN,2025-03-13
757,pulp-fiction,Regular,NaNs,NaN,2025-03-13
758,interstellar,Buena,NaNs,NaN,2025-03-13
759,inception,Buena,NaNs,NaN,2025-03-13
760,schindler's-list,Buena,NaNs,NaN,2025-03-13
761,the-lord-of-the-rings,Mala,NaNs,NaN,2025-03-13
762,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
763,inception,Regular,NaNs,NaN,2025-03-13
764,the-godfather,Mala,NaNs,NaN,2025-03-13
765,titanic,Buena,NaNs,NaN,2025-03-13
766,the-social-network,Buena,NaNs,NaN,2025-03-13
767,the-social-network,Buena,NaNs,NaN,2025-03-13
768,toy-story,Buena,NaNs,NaN,2025-03-13
769,schindler's-list,Regular,NaNs,NaN,2025-03-13
770,jurassic-park,Buena,NaNs,NaN,2025-03-13
771,the-lion-king,Regular,NaNs,NaN,2025-03-13
772,the-revenant,Mala,NaNs,NaN,2025-03-13
773,coco,Buena,NaNs,NaN,2025-03-13
774,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
775,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
776,pulp-fiction,Buena,NaNs,NaN,2025-03-13
777,schindler's-list,Regular,NaNs,NaN,2025-03-13
778,fight-club,Mala,NaNs,NaN,2025-03-13
779,the-lord-of-the-rings,Regular,NaNs,NaN,2025-03-13
780,forrest-gump,Regular,NaNs,NaN,2025-03-13
781,mad-max:-fury-road,Mala,NaNs,NaN,2025-03-13
782,the-social-network,Mala,NaNs,NaN,2025-03-13
783,finding-nemo,Regular,NaNs,NaN,2025-03-13
784,forrest-gump,Mala,NaNs,NaN,2025-03-13
785,the-matrix,Regular,NaNs,NaN,2025-03-13
786,coco,Regular,NaNs,NaN,2025-03-13
787,inception,Regular,NaNs,NaN,2025-03-13
788,the-godfather,Buena,NaNs,NaN,2025-03-13
789,django-unchained,Mala,NaNs,NaN,2025-03-13
790,pulp-fiction,Buena,NaNs,NaN,2025-03-13
791,the-dark-knight,Mala,NaNs,NaN,2025-03-13
792,interstellar,Buena,NaNs,NaN,2025-03-13
793,spider-man:-no-way-home,Mala,NaNs,NaN,2025-03-13
794,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
795,star-wars,Mala,NaNs,NaN,2025-03-13
796,the-shawshank-redemption,Buena,NaNs,NaN,2025-03-13
797,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
798,forrest-gump,Regular,NaNs,NaN,2025-03-13
799,gladiator,Buena,NaNs,NaN,2025-03-13
800,inception,Buena,NaNs,NaN,2025-03-13
801,the-social-network,Buena,NaNs,NaN,2025-03-13
802,django-unchained,Buena,NaNs,NaN,2025-03-13
803,forrest-gump,Regular,NaNs,NaN,2025-03-13
804,the-revenant,Mala,NaNs,NaN,2025-03-13
805,jurassic-park,Buena,NaNs,NaN,2025-03-13
806,the-lion-king,Mala,NaNs,NaN,2025-03-13
807,the-dark-knight,Mala,NaNs,NaN,2025-03-13
808,star-wars,Mala,NaNs,NaN,2025-03-13
809,braveheart,Regular,NaNs,NaN,2025-03-13
810,parasite,Mala,NaNs,NaN,2025-03-13
811,forrest-gump,Buena,NaNs,NaN,2025-03-13
812,forrest-gump,Buena,NaNs,NaN,2025-03-13
813,the-grand-budapest-hotel,Regular,NaNs,NaN,2025-03-13
814,braveheart,Buena,NaNs,NaN,2025-03-13
815,coco,Mala,NaNs,NaN,2025-03-13
816,the-shawshank-redemption,Buena,NaNs,NaN,2025-03-13
817,parasite,Mala,NaNs,NaN,2025-03-13
818,coco,Buena,NaNs,NaN,2025-03-13
819,the-silence-of-the-lambs,Regular,NaNs,NaN,2025-03-13
820,fight-club,Buena,NaNs,NaN,2025-03-13
821,forrest-gump,Mala,NaNs,NaN,2025-03-13
822,avengers:-endgame,Regular,NaNs,NaN,2025-03-13
823,interstellar,Mala,NaNs,NaN,2025-03-13
824,jurassic-park,Mala,NaNs,NaN,2025-03-13
825,django-unchained,Regular,NaNs,NaN,2025-03-13
826,star-wars,Mala,NaNs,NaN,2025-03-13
827,the-revenant,Mala,NaNs,NaN,2025-03-13
828,coco,Regular,NaNs,NaN,2025-03-13
829,schindler's-list,Mala,NaNs,NaN,2025-03-13
830,the-dark-knight,Buena,NaNs,NaN,2025-03-13
831,the-dark-knight,Buena,NaNs,NaN,2025-03-13
832,inception,Mala,NaNs,NaN,2025-03-13
833,coco,Mala,NaNs,NaN,2025-03-13
834,whiplash,Buena,NaNs,NaN,2025-03-13
835,the-lion-king,Mala,NaNs,NaN,2025-03-13
836,inception,Regular,NaNs,NaN,2025-03-13
837,the-godfather,Regular,NaNs,NaN,2025-03-13
838,fight-club,Buena,NaNs,NaN,2025-03-13
839,schindler's-list,Buena,NaNs,NaN,2025-03-13
840,jurassic-park,Regular,NaNs,NaN,2025-03-13
841,spider-man:-no-way-home,Mala,NaNs,NaN,2025-03-13
842,toy-story,Mala,NaNs,NaN,2025-03-13
843,the-revenant,Mala,NaNs,NaN,2025-03-13
844,the-godfather,Mala,NaNs,NaN,2025-03-13
845,the-social-network,Buena,NaNs,NaN,2025-03-13
846,jurassic-park,Mala,NaNs,NaN,2025-03-13
847,mad-max:-fury-road,Mala,NaNs,NaN,2025-03-13
848,coco,Buena,NaNs,NaN,2025-03-13
849,titanic,Mala,NaNs,NaN,2025-03-13
850,the-dark-knight,Mala,NaNs,NaN,2025-03-13
851,the-social-network,Buena,NaNs,NaN,2025-03-13
852,django-unchained,Buena,NaNs,NaN,2025-03-13
853,star-wars,Mala,NaNs,NaN,2025-03-13
854,the-dark-knight,Regular,NaNs,NaN,2025-03-13
855,braveheart,Regular,NaNs,NaN,2025-03-13
856,gladiator,Mala,NaNs,NaN,2025-03-13
857,django-unchained,Buena,NaNs,NaN,2025-03-13
858,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
859,whiplash,Buena,NaNs,NaN,2025-03-13
860,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
861,the-dark-knight,Mala,NaNs,NaN,2025-03-13
862,django-unchained,Buena,NaNs,NaN,2025-03-13
863,the-silence-of-the-lambs,Buena,NaNs,NaN,2025-03-13
864,the-grand-budapest-hotel,Mala,NaNs,NaN,2025-03-13
865,spider-man:-no-way-home,Mala,NaNs,NaN,2025-03-13
866,the-social-network,Buena,NaNs,NaN,2025-03-13
867,star-wars,Regular,NaNs,NaN,2025-03-13
868,braveheart,Regular,NaNs,NaN,2025-03-13
869,finding-nemo,Buena,NaNs,NaN,2025-03-13
870,pulp-fiction,Regular,NaNs,NaN,2025-03-13
871,titanic,Mala,NaNs,NaN,2025-03-13
872,titanic,Buena,NaNs,NaN,2025-03-13
873,avengers:-endgame,Mala,NaNs,NaN,2025-03-13
874,the-grand-budapest-hotel,Buena,NaNs,NaN,2025-03-13
875,the-revenant,Mala,NaNs,NaN,2025-03-13
876,the-godfather,Mala,NaNs,NaN,2025-03-13
877,mad-max:-fury-road,Buena,NaNs,NaN,2025-03-13
878,the-godfather,Buena,NaNs,NaN,2025-03-13
879,jurassic-park,Regular,NaNs,NaN,2025-03-13
880,the-godfather,Regular,NaNs,NaN,2025-03-13
881,star-wars,Buena,NaNs,NaN,2025-03-13
882,pulp-fiction,Mala,NaNs,NaN,2025-03-13
883,spider-man:-no-way-home,Mala,NaNs,NaN,2025-03-13
884,coco,Buena,NaNs,NaN,2025-03-13
885,parasite,Regular,NaNs,NaN,2025-03-13
886,coco,Mala,NaNs,NaN,2025-03-13
887,finding-nemo,Mala,NaNs,NaN,2025-03-13
888,the-godfather,Buena,NaNs,NaN,2025-03-13
889,the-grand-budapest-hotel,Mala,NaNs,NaN,2025-03-13
890,avengers:-endgame,Buena,NaNs,NaN,2025-03-13
891,the-godfather,Buena,NaNs,NaN,2025-03-13
892,interstellar,Regular,NaNs,NaN,2025-03-13
893,braveheart,Regular,NaNs,NaN,2025-03-13
894,inception,Mala,NaNs,NaN,2025-03-13
895,the-grand-budapest-hotel,Buena,NaNs,NaN,2025-03-13
896,whiplash,Buena,NaNs,NaN,2025-03-13
897,the-lion-king,Mala,NaNs,NaN,2025-03-13
898,interstellar,Regular,NaNs,NaN,2025-03-13
899,gladiator,Mala,NaNs,NaN,2025-03-13
900,braveheart,Buena,NaNs,NaN,2025-03-13
901,finding-nemo,Mala,NaNs,NaN,2025-03-13
902,interstellar,Regular,NaNs,NaN,2025-03-13
903,braveheart,Regular,NaNs,NaN,2025-03-13
904,jurassic-park,Mala,NaNs,NaN,2025-03-13
905,fight-club,Mala,NaNs,NaN,2025-03-13
906,finding-nemo,Buena,NaNs,NaN,2025-03-13
907,pulp-fiction,Mala,NaNs,NaN,2025-03-13
908,titanic,Mala,NaNs,NaN,2025-03-13
909,schindler's-list,Buena,NaNs,NaN,2025-03-13
910,titanic,Mala,NaNs,NaN,2025-03-13
911,jurassic-park,Mala,NaNs,NaN,2025-03-13
912,the-godfather,Regular,NaNs,NaN,2025-03-13
913,gladiator,Buena,NaNs,NaN,2025-03-13
914,whiplash,Regular,NaNs,NaN,2025-03-13
915,jurassic-park,Mala,NaNs,NaN,2025-03-13
916,fight-club,Mala,NaNs,NaN,2025-03-13
917,the-social-network,Buena,NaNs,NaN,2025-03-13
918,the-revenant,Mala,NaNs,NaN,2025-03-13
919,interstellar,Regular,NaNs,NaN,2025-03-13
920,inception,Buena,NaNs,NaN,2025-03-13
921,the-godfather,Regular,NaNs,NaN,2025-03-13
922,whiplash,Mala,NaNs,NaN,2025-03-13
923,inception,Buena,NaNs,NaN,2025-03-13
924,django-unchained,Mala,NaNs,NaN,2025-03-13
925,parasite,Mala,NaNs,NaN,2025-03-13
926,whiplash,Regular,NaNs,NaN,2025-03-13
927,django-unchained,Buena,NaNs,NaN,2025-03-13
928,the-social-network,Buena,NaNs,NaN,2025-03-13
929,parasite,Mala,NaNs,NaN,2025-03-13
930,gladiator,Regular,NaNs,NaN,2025-03-13
931,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
932,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
933,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
934,fight-club,Buena,NaNs,NaN,2025-03-13
935,jurassic-park,Mala,NaNs,NaN,2025-03-13
936,coco,Regular,NaNs,NaN,2025-03-13
937,star-wars,Mala,NaNs,NaN,2025-03-13
938,the-revenant,Regular,NaNs,NaN,2025-03-13
939,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
940,gladiator,Mala,NaNs,NaN,2025-03-13
941,mad-max:-fury-road,Buena,NaNs,NaN,2025-03-13
942,coco,Mala,NaNs,NaN,2025-03-13
943,braveheart,Mala,NaNs,NaN,2025-03-13
944,mad-max:-fury-road,Mala,NaNs,NaN,2025-03-13
945,whiplash,Buena,NaNs,NaN,2025-03-13
946,interstellar,Buena,NaNs,NaN,2025-03-13
947,fight-club,Mala,NaNs,NaN,2025-03-13
948,gladiator,Mala,NaNs,NaN,2025-03-13
949,forrest-gump,Buena,NaNs,NaN,2025-03-13
950,the-social-network,Mala,NaNs,NaN,2025-03-13
951,parasite,Mala,NaNs,NaN,2025-03-13
952,interstellar,Buena,NaNs,NaN,2025-03-13
953,gladiator,Mala,NaNs,NaN,2025-03-13
954,interstellar,Regular,NaNs,NaN,2025-03-13
955,star-wars,Mala,NaNs,NaN,2025-03-13
956,parasite,Regular,NaNs,NaN,2025-03-13
957,parasite,Buena,NaNs,NaN,2025-03-13
958,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
